taxon_no,taxon_rank,taxon_name,parent_no
53261,family,Squalodelphinidae,53258
63496,infraorder,Delphinida,42937
63495,superfamily,Lipotoidea,63496
63497,superfamily,Inioidea,63496
53142,family,Iniidae,63497
129140,family,Stenodelphinidae,63497
64590,family,Saurocetidae,63497
42965,family,Pontoporiidae,63497
100590,family,Stenodelphinae,63497
53267,family,Lipotidae,63496
64023,infraorder,Platanistida,42937
313146,superfamily,Agorophioidea,42937
81230,order,Odontoceta,63145
81231,family,Pontoplanodidae,42937
53268,superfamily,Delphinoidea,42937
42961,family,Albireonidae,53268
63518,family,Odobenocetopsidae,53268
42953,family,Delphinidae,53268
129227,family,Grampidelphidae,53268
63594,family,Hemisyntrachelidae,53268
100717,family,Grampidae,102698
100718,family,Globidelphinidae,102698
128859,family,Cephalorhynchinae,53268
69996,family,Stenidae,53268
69998,family,Holodontidae,53268
42963,family,Monodontidae,53268
53269,family,Phocoenidae,53268
42938,family,Kentriodontidae,53268
63414,superfamily,Squalodontoidea,42937
53263,superfamily,Eurhinodelphinoidea,42937
53265,family,Eoplatanistidae,71777
53264,family,Eurhinodelphinidae,71777
42959,family,Rhabdosteidae,71777
217971,family,Parapontoporiidae,42937
135852,family,Xenorophidae,42937
63232,family,Simocetidae,42937
319922,unranked clade,Panphyseteroidea,42937
53105,superfamily,Physeteroidea,319922
53256,family,Kogiidae,53105
42967,family,Physeteridae,53105
64485,family,Physodontidae,42967
68904,family,Catodontidae,53105
191270,family,Physeterina,53105
53262,family,Dalpiazinidae,42937
71828,family,Zignodelphinidae,42937
42962,family,Acrodelphidae,42937
313772,family,Ashleycetidae,42937
42951,family,Ziphiidae,42937
63686,family,Hyperoodontidae,42937
191266,family,Hyperoodontini,42937
71642,family,Choneziphiidae,42951
69275,suborder,Denticete,63145
102815,superfamily,Susoidea,42937
64022,infraorder,Eurhinodelphinida,42937
63945,infraorder,Physeterida,42937
69033,superfamily,Rhabdosteoidea,42937
313771,family,Mirocetidae,42937
53257,superfamily,Ziphioidea,42937
42969,family,Agorophiidae,42937
63424,family,Microzeuglodontidae,42969
42933,suborder,Archaeoceti,36652
53248,superfamily,Basilosauroidea,42933
69265,suborder,Zeuglodontia,36652
53247,superfamily,Remingtonocetoidea,42933
63408,superfamily,Remingtonocetiodea,42933
68490,suborder,Hydrothereuta,36652
53244,superfamily,Protocetoidea,42933
53249,family,Dorudontidae,42933
53246,family,Ambulocetidae,36652
113226,family,Rhynchoceti,36652
310369,family,Pakicetidae,36652
53237,family,Remingtonocetidae,36652
147843,family,Balaenodontae,36652
66296,family,Neoballaenidae,36652
42934,family,Protocetidae,36652
320101,subclass,Apotheria,36651
320106,superorder,Paratribosphenida,320101
320107,order,Henosferida,320106
64367,order,Shuotheridia,320106
64366,family,Shuotheriidae,64367
320102,superorder,Archaeotriconodonta,320101
175182,order,Morganucodonta,320102
208885,family,Megazostrodontidae,175182
39748,family,Morganucodontidae,175182
320104,order,Dinnetheria,320102
320105,superorder,Archaeosymmetrodonta,320101
147530,subclass,Promammalia,36651
106356,order,Protodonta,147530
276213,family,Eopentapodiscidae,36651
109001,family,Jeholodentidae,36651
55376,family,Thereuodontidae,36651
123446,superfamily,Simioidea,36651
39772,order,Docodonta,36651
168384,family,Tegotheriidae,39772
39773,family,Docodontidae,39772
174091,family,Simpsonodontidae,39772
39874,family,Amphidontidae,36651
106364,order,Bunotheria,36651
67619,family,Ferugliotheriidae,36651
86538,order,Natantia,36651
103830,subclass,Allotheria,36651
208917,order,Haramiyida,39778
39856,suborder,Haramiyoidea,208917
208920,family,Haramiyaviidae,39856
39857,family,Haramiyidae,39856
242140,family,Microlestidae,39856
242243,family,Thomasiidae,39856
207527,family,Microcleptidae,39856
208918,suborder,Theroteinida,208917
65493,family,Theroteinidae,208918
57605,suborder,Gondwanatheria,39778
57604,family,Sudamericidae,57605
172912,suborder,Eleutherodontida,39778
308732,unranked clade,Euharamiyida,39778
172913,family,Eleutherodontidae,308732
39779,order,Multituberculata,39778
91125,order,Desmostyloidea,39779
106358,family,Chirogidae,39779
39791,family,Arginbaataridae,39779
309374,suborder,Cimolodonta,39779
143290,family,Corriebaataridae,57341
106769,family,Kogaionidae,57341
106763,suborder,Djadochtatheria,39779
39853,family,Cimolomyidae,57341
39808,family,Boffiidae,57341
57340,superfamily,Djadochtatherioidea,57341
39850,family,Sloanbaataridae,57340
39848,family,Chulsanbaataridae,57340
57339,family,Djadochtatheriidae,57340
39836,family,Eucosmodontidae,57341
67560,family,Neoplagiaulacidae,57341
103831,family,Ectypodidae,57341
103905,superfamily,Ptilodontoidea,57341
39810,family,Ptilodontidae,39807
39823,family,Cimolodontidae,39807
89394,family,Microcosmodontidae,57341
106768,superfamily,Taeniolabidoidea,57341
39828,family,Taeniolabididae,39827
331077,family,Lambdopsalidae,39827
106740,suborder,Plagiaulacida,39779
106753,family,Pinheirodontidae,39790
39793,family,Paulchoffatiidae,39790
249184,superfamily,Allodontoidea,39790
39802,family,Plagiaulacidae,39790
94160,family,Bolodontidae,39790
194807,superfamily,Gondwanatherioidea,39790
54218,family,Allodontidae,39790
106762,family,Eobaataridae,39790
106759,family,Albionbaataridae,39790
174459,superfamily,Paulchoffatioidea,39790
63406,family,Hahnodontidae,53062
57639,family,Zofiabaataridae,39790
242240,family,Hahnotheriidae,39779
242237,family,Kermackodontidae,39779
67457,family,Haramyidae,39779
106359,family,Polymastodontidae,39779
272281,order,Ptolemaiida,36651
40291,family,Ptolemaiidae,272281
272282,family,Kelbidae,272281
39185,family,Cynognathidae,39183
171945,suborder,Gomphodontia,67366
39188,family,Diademodontidae,171945
39191,family,Trirachodontidae,171945
39195,family,Traversodontidae,171945
142590,suborder,Eotheriodontia,38935
142591,infraorder,Eotitanosuchia,142474
38942,family,Phthinosuchidae,38936
38939,family,Eotitanosuchidae,38936
67361,infraorder,Biarmosuchia,38935
140410,unranked clade,Burnetiamorpha,67361
39104,family,Burnetiidae,109354
39101,family,Hipposauridae,67361
39096,family,Ictidorhinidae,67361
38937,family,Biarmosuchidae,67361
335881,family,Niaftasuchidae,67361
180705,unranked clade,Anomodontia,38935
180704,unranked clade,Anomocephaloidea,56649
150425,infraorder,Venyukovioidea,180704
167500,family,Otsheriidae,150425
137164,family,Dimacrodontidae,150425
167504,family,Dromasauridae,150425
38998,family,Venjukoviidae,150425
109358,family,Galechiridae,56649
205644,superorder,Theromorpha,38935
137791,family,Biseridensidae,56649
206362,unranked clade,Chainosauria,56649
164268,unranked clade,Dicynodontia,205274
171920,order,Kannemeyeriiformes,38996
172533,family,Stahleckeriidae,38996
39076,family,Kingoridae,38996
38997,infraorder,Venjukoviamorpha,38996
276080,superfamily,Kannemeyeroidea,38996
39007,family,Eodicynodontidae,38996
39014,infraorder,Pristerodontia,38996
39015,family,Aulacephalodontidae,39014
39055,family,Pristerodontidae,39014
39061,infraorder,Diictodontia,38996
39071,family,Robertiidae,39061
39022,family,Kannemeyeriidae,38996
169986,family,Shansiodontidae,38996
39006,infraorder,Eodicynodontia,38996
39018,family,Dicynodontidae,38996
39073,family,Diictodontidae,38996
169928,superfamily,Pristerodontoidea,38996
39010,family,Endothiodontidae,38996
95345,family,Cryptodontidae,56649
201365,unranked clade,Dicynodontoidea,95806
39048,family,Lystrosauridae,201365
214348,order,Therosuchia,56649
147529,suborder,Dromasauria,38935
308069,suborder,Rubidginia,38935
67362,unranked clade,Eutherapsida,38935
67363,unranked clade,Neotherapsida,67362
56648,order,Theriodontia,67363
95352,infraorder,Rubidginoidea,56648
95353,family,Rubidginidae,95352
148779,suborder,Tritylodontia,56648
162604,suborder,Lycosauria,56648
308070,superfamily,Bauriamorpha,56648
67364,unranked clade,Eutheriodontia,56648
164289,unranked clade,Therocephalia,67364
39164,family,Simorhinellidae,39130
95360,family,Akidnognathidae,39130
265683,suborder,Bauriida,39130
265682,family,Scalopognathidae,265683
39166,family,Bauriidae,265683
265691,suborder,Scaloposaurida,39130
265690,superfamily,Scaloposauroidea,265691
39156,family,Ericiolacertidae,265690
265697,superfamily,Nothogomphodontoidea,265691
265696,family,Nothogomphodontidae,265697
67365,unranked clade,Eutherocephalia,39130
169917,superfamily,Baurioidea,67365
270389,family,Lycideopidae,169917
39147,family,Whaitsiidae,67365
164286,family,Scylacosauridae,39130
39150,family,Moschorhinidae,39130
39131,family,Crapartinellidae,39130
39158,family,Scaloposauridae,39130
39135,family,Hofmeyriidae,39130
265910,family,Ordosidae,39130
95362,family,Euchambersidae,39130
266004,family,Regisauridae,39130
95359,family,Lycosuchidae,39130
39133,family,Pristerognathidae,39130
95361,family,Alopecodontidae,39130
196708,suborder,Scaloposauria,56648
196706,superfamily,Ictidosuchoidea,196708
39140,family,Ictidosuchidae,196706
196703,family,Karenitidae,196706
39095,suborder,Gorgonopsia,56648
95349,family,Rubidgeidae,39095
335605,family,Watongiidae,39095
335399,family,Gorgonopidae,39095
38949,suborder,Dinocephalia,67362
38978,family,Tapinocephalidae,38949
38977,infraorder,Tapinocephalia,38949
95331,family,Moschopidae,38977
139390,superfamily,Tapinocephaloidea,38977
38962,family,Deuterosauridae,139390
139392,family,Ulemosauridae,139390
95332,family,Moschosauridae,38977
95330,family,Mormosauridae,38977
38970,family,Anteosauridae,38949
142479,infraorder,Eodeinocephalia,38949
136988,family,Tappenosauridae,142479
150378,family,Driveriidae,142479
137161,family,Mastersoniidae,142479
38951,family,Brithopodidae,142479
167493,infraorder,Estemmenosuchia,38949
38964,family,Estemmenosuchidae,167493
95333,infraorder,Styracocephalia,38949
95335,family,Styracocephalidae,95333
167494,infraorder,Brithopia,38949
137796,family,Stenocybusidae,38949
38950,infraorder,Titanosuchia,38949
38974,family,Titanosuchidae,38950
172478,subclass,Protherosauria,53189
145257,unranked clade,Eupelycosauria,38882
157287,unranked clade,Sphenacodontia,91793
196127,unranked clade,Sphenacodontoidea,95328
38901,family,Sphenacodontidae,90736
38884,family,Ophiacodontidae,91793
91792,family,Varanopidae,91793
92211,family,Heleosauridae,95329
38910,family,Edaphosauridae,91793
138244,order,Pelycosauria,38882
90739,suborder,Edaphosauria,38883
39002,family,Galeopsidae,90739
138254,family,Nitosauridae,90739
138253,suborder,Ophiacodontia,38883
137868,family,Poliosauridae,138253
54974,family,Clepsydropidae,38883
140368,suborder,Caseasauria,38883
38898,family,Eothyrididae,140368
38913,family,Caseidae,140368
167487,suborder,Caseamorpha,38883
135359,family,Pariotichidae,56749
135806,unranked clade,Diadectomorpha,56749
37239,family,Tseajaiidae,95313
37231,family,Limnoscelidae,95313
37246,family,Diadectidae,95313
320981,family,Nothodontidae,95313
165039,suborder,Diadectosauria,56749
37237,family,Solenodonsauridae,56749
37206,suborder,Seymouriamorpha,99766
37213,family,Kotlassidae,37206
320975,superfamily,Kotlassioidea,37206
296876,family,Karpinskiosauridae,37206
320953,superfamily,Seymourioidea,37206
320954,family,Discosauridae,320953
37219,family,Seymouriidae,320953
138236,family,Otocoelidae,320953
320942,family,Chronisuchidae,37206
37207,family,Discosauriscidae,37206
137280,unranked clade,Amphibia,53190
179046,subclass,Phractamphibia,36319
142445,subclass,Apsidospondyli,36319
142446,superorder,Labyrinthodontia,142445
37178,suborder,Embolomeri,36960
119131,family,Cricotidae,37178
36968,superfamily,Loxommatoidea,36960
139881,order,Anthracosauromorpha,36319
137283,unranked clade,Lepospondyli,36319
320812,order,Adelospondyli,37250
37325,family,Adelogyrinidae,320812
37251,suborder,Aistopoda,37250
37255,family,Lethiscidae,37251
137943,family,Pseudophlegethontiidae,37251
37252,family,Ophiderpetontidae,37251
230698,family,Oestocephalidae,37251
37257,family,Phlegethontiidae,37251
156830,family,Dolichosomatidae,37251
142457,family,Diplocaulidae,37250
137284,unranked clade,Microsauria,37250
37279,suborder,Tuditanomorpha,37278
37293,family,Gymnarthridae,37279
37305,family,Trihecatontidae,37279
37285,family,Hapsidopareiontidae,37279
37280,family,Tuditanidae,37279
37307,family,Goniorhynchidae,37279
37301,family,Ostodolepidae,37279
37290,family,Pantylidae,37279
165003,family,Hylonomidae,37278
105637,family,Sauropleuridae,37278
37309,suborder,Microbrachomorpha,37278
37312,family,Hyloplesiontidae,37309
37314,family,Brachystelechidae,37309
37512,family,Batropetidae,37309
37310,family,Microbrachidae,37309
37317,family,Odonterpetontidae,37309
192967,family,Stegopidae,37278
330690,family,Molgophidae,37278
37320,family,Lysorophidae,37278
37330,family,Acherontiscidae,37250
156892,unranked clade,Nectridea,37250
37270,family,Urocordylidae,37260
37267,family,Scincosauridae,37260
37261,family,Keraterpetontidae,37260
37319,order,Lysorophia,37250
320813,family,Cocytinidae,37319
106733,unranked clade,Lissamphibia,36319
63052,order,Allocaudata,67351
37332,order,Gymnophiona,67351
252779,unranked clade,Apoda,37332
37336,family,Scolecomorphidae,106732
37335,family,Ichthyophiidae,106732
37337,family,Typhlonectidae,106732
252791,family,Dermophiidae,106732
37333,family,Caeciliidae,106732
37338,family,Rhinatrematidae,106732
252790,family,Siphonopidae,106732
252783,family,Herpelidae,106732
252788,family,Indotyphlidae,106732
156675,family,Eocaeciliaidae,37332
95849,unranked clade,Batrachia,67351
338946,family,Myobatrachidae,67352
57094,order,Salientia,67352
150288,order,Anura,57094
113812,superfamily,Pelobatoidea,97112
37449,family,Pelobatidae,113812
99679,family,Scaphiopodidae,113812
37455,family,Pelodytidae,113812
249610,family,Megophryidae,113812
113809,family,Leiopelmatidae,97112
37423,family,Ascaphidae,97112
67625,suborder,Opisthocoela,97112
133796,superfamily,Discoglossoidei,97112
97113,family,Epicria,97112
86720,family,Gobiatidae,97112
57628,suborder,Palaeobatrachoidea,97112
156437,unranked clade,Xenoanura,97112
68503,unranked clade,Pipimorpha,156437
37435,family,Pipidae,68503
37445,family,Palaeobatrachidae,68503
106736,order,Ecaudata,57094
274971,family,Alytidae,97112
156512,family,Notobatrachidae,97112
156390,family,Prosaliridae,97112
67628,suborder,Anomocoela,97112
133790,family,Bombinatoridae,97112
113811,suborder,Archaeobatrachia,97112
156586,suborder,Pipoidei,113811
156430,unranked clade,Neobatrachia,97112
133785,superfamily,Ranoidea,69091
133811,family,Mantellidae,133785
37478,family,Ranidae,133785
37476,family,Rhacophoridae,133785
336899,unranked clade,Australobatrachia,69091
336900,family,Calyptocephalellidae,336899
133800,family,Heleophrynidae,69091
133802,family,Sooglossidae,69091
37466,family,Ceratophrynidae,69091
118072,superfamily,Hyloidea,69091
37469,family,Hylidae,118072
37457,family,Leptodactylidae,118072
288183,family,Ceratophryidae,69091
37464,family,Bufonidae,69091
113810,suborder,Mesobatrachia,97112
156393,suborder,Proanura,97112
156392,family,Triadobatrachidae,37419
37420,family,Protobatrachidae,37419
37474,family,Microhylidae,97112
156585,family,Vieraellidae,97112
68504,superfamily,Pipoidea,97112
37442,family,Rhinophrynidae,68504
156589,suborder,Aglossa,68504
37426,family,Discoglossidae,97112
63053,family,Albanerpetontidae,67352
110708,unranked clade,Caudata,67352
37340,suborder,Karauroidea,53229
37353,suborder,Proteoidea,53229
37359,family,Batrachosauroididae,37353
37392,suborder,Salamandroidea,53229
37341,family,Karauridae,53229
63622,suborder,Meantes,53229
37343,suborder,Prosirenoidea,53229
37344,family,Prosirenidae,37343
86726,family,Noterpetontidae,53229
137499,family,Urodela,53229
37366,family,Amphiumidae,37339
37384,suborder,Plethodontoidea,37339
137500,unranked clade,Cryptobranchoidea,37339
37350,family,Cryptobranchidae,37348
37393,family,Salamandridae,37339
37354,family,Proteidae,37339
37412,family,Sirenidae,37339
37365,suborder,Amphiumoidea,37339
156384,family,Rhyacotritonidae,37339
37349,family,Hynobiidae,37339
37369,suborder,Ambystomatoidea,37339
37377,family,Ambystomatidae,37369
97285,family,Scapherpetontidae,37369
37370,family,Dicamptodontidae,37369
37385,family,Plethodontidae,37339
339411,family,Crassigyrinidae,77135
219423,infraclass,Elpistostegalia,219195
219424,order,Elpistostegaliformes,77134
219420,unranked clade,Rhizodontimorpha,219195
149976,order,Rhizodontiformes,219420
150273,unranked clade,Choanata,219195
150280,unranked clade,Eutetrapoda,150273
308060,unranked clade,Reptiliomorphoidea,150280
308061,order,Anthrembolomeri,308060
137278,unranked clade,Stegocephali,150273
150284,unranked clade,Ichthyostegalia,105639
36962,family,Acanthostegidae,36961
192968,suborder,Branchiosauria,105639
105638,suborder,Apoecospondyli,105639
266397,subclass,Dipnomorpha,219195
57668,subclass,Dipnoi,67350
321033,suborder,Ctenodontoidei,57668
133097,family,Gnathorhizidae,57668
133094,family,Sagenodontidae,57668
118055,suborder,Dipteroidei,57668
321029,family,Rhynchodipteridae,118055
209249,family,Phaneropleuridae,118055
250691,family,Chirodipteridae,118055
321028,family,Stomiahykidae,118055
118054,family,Dipteridae,118055
118056,order,Dipterida,57668
57670,family,Ceratodontidae,57668
250291,order,Holodipterida,57668
250292,suborder,Holodontidei,250291
321030,family,Holodontidae,250292
321031,suborder,Uronemoidei,57668
227411,family,Uronemidae,321031
321032,family,Conchopomatidae,321031
57671,family,Ptychoceratodontidae,57668
321025,suborder,Dipnorhynchoidei,57668
321026,family,Uranolophidae,321025
321027,family,Dipnorhynchidae,321025
250140,family,Speonesydrionidae,57668
133889,family,Arganodontidae,57668
149970,order,Porolepiformes,67350
149972,family,Holoptychiidae,149970
209255,family,Cyclodipterini,149970
219198,order,Holoptychiiformes,67350
219197,superorder,Dipterimorpha,67350
219199,order,Dipnoiformes,219197
266398,superorder,Ceratodontae,67350
57669,order,Ceratodontiformes,266398
266399,suborder,Ceratodontoidei,57669
65130,family,Asiatoceratodontidae,266399
194478,family,Neoceratodontidae,266399
266400,suborder,Lepidosirenoidei,57669
90708,family,Lepidosirenidae,266400
266401,family,Protopteridae,266400
127102,order,Iniomi,34881
217764,unranked clade,Chondrichthiomorphi,67344
34422,class,Chondrichthyes,217764
111368,superorder,Batomorphii,34422
151899,order,Sclerorhynchiformes,111368
131691,suborder,Sclerorhynchoidei,151899
52898,family,Sclerorhynchidae,131691
151914,family,Ptychotrygonidae,131691
83113,order,Rhinobatiformes,34422
151503,subclass,Subterbranchialia,34422
34424,order,Desmiodontida,34422
226996,infraclass,Holocephalimorpha,34422
226997,family,Harpacanthidae,226996
217765,family,Mongolepididae,34422
244780,order,Bradyodontida,34422
244782,suborder,Chimaerina,244780
244783,family,Deltodontidae,244782
54499,subclass,Elasmobranchii,34422
250137,family,Kannathalepididae,54499
165046,order,Xenacanthida,54499
55010,family,Orthacanthidae,165046
226568,family,Pleuracanthidae,54499
151650,order,Cladodontida,54499
34427,order,Cladoselachida,54499
118023,infraclass,Osteodonti,54499
118022,superorder,Lamnae,118023
118021,order,Odontaspidida,118022
156505,superfamily,Anacoracoidea,118021
118030,superfamily,Isuroidea,118021
86860,family,Isuridae,118030
118029,family,Lamiostomatidae,118030
156503,superfamily,Scapanorhynchoidea,118021
156504,family,Scapanorhynchidae,156503
118020,superfamily,Odontaspidoidea,118021
83153,family,Alopiidae,118020
154379,family,Otodontidae,118020
118018,family,Jaekelotodontidae,118020
118028,family,Carcharodontidae,118020
99862,family,Cestraciontidae,54499
149825,superorder,Cladoselachii,54499
218945,infraclass,Xenacanthimorpha,54499
80815,order,Xenacanthiformes,218945
80814,family,Xenacanthidae,80815
226999,family,Diplodoselachidae,80815
242985,order,Bransonelliformes,218945
151508,family,Protodontidae,54499
151526,order,Antarctilamniformes,54499
151529,family,Coronodontidae,151526
151527,family,Antarctilamnidae,151526
90687,order,Pleuracanthodii,54499
100815,superorder,Pristiorajea,54499
206424,family,Pseudodalatiidae,54499
34470,order,Orodontida,54499
218943,infraclass,Cladoselachimorpha,54499
218944,order,Cladoselachiformes,218943
124920,family,Cladoselachidae,218944
34432,order,Coronodontida,54499
151492,order,Omalodontiformes,54499
151514,family,Omalodontidae,151492
151493,family,Aztecodontidae,151492
127072,order,Galeiformes,54499
223911,suborder,Isuroidei,127072
117642,unranked clade,Euselachiformes,54499
117680,order,Batoidei,117642
117658,suborder,Ganopristinidea,117680
117684,superfamily,Dasyatoidei,117680
245129,superorder,Cladodontomorphi,54499
151541,order,Symmoriiformes,245129
149827,family,Denaeidae,34436
149824,family,Symmoriidae,34436
151645,family,Stethacanthidae,34436
245132,family,Falcatidae,34436
245135,order,Squatinactiformes,245129
245136,family,Squatinactidae,34474
244560,family,Jalodontidae,245129
226567,order,Ichtyotomi,54499
218946,infraclass,Euselachii,54499
117667,suborder,Squatinoidei,56961
218947,unranked clade,Hybodontida,56961
218948,order,Hybodontiformes,218947
56962,superfamily,Hybodontoidea,56963
258316,family,Homalodontidae,56962
204244,family,Wapitiodidae,56962
56960,family,Polyacrodontidae,56962
210086,family,Hybodontidae,56962
245146,family,Tristychiidae,56962
64920,family,Acrodontidae,56962
213919,family,Distobatidae,56962
80810,family,Lonchidiidae,56962
124928,family,Ptychodontidae,56962
100466,superfamily,Protacrodontoidea,56961
245141,family,Protacrodontidae,100466
245148,family,Sphenacanthidae,56961
117647,suborder,Orectoloboidei,56961
100265,unranked clade,Neoselachii,56961
149809,family,Anachronistidae,100265
218955,unranked clade,Batoidea,100265
34720,order,Myliobatiformes,63195
96192,superfamily,Dasyatoidea,34720
154060,superfamily,Mobuloidea,34720
96191,family,Gymnuridae,34720
154023,family,Urolophidae,34720
154058,family,Ceratopteridae,34720
63613,family,Dasyatidae,34720
111383,superfamily,Myliobatoidea,34720
111382,family,Rhombodontidae,111383
34674,order,Rajiformes,63195
131682,family,Spathobatidae,34674
63019,family,Rhinobatidae,34674
131699,unranked clade,Torpedinoidea,34674
154077,family,Hypnidae,34716
131689,family,Parapalaeobatidae,34674
154873,family,Archaeobatidae,34674
111367,suborder,Rhinobatoidei,34674
150721,suborder,Pristoidei,34674
131686,family,Cyclobatidae,34674
131684,family,Platyrhinidae,34674
154498,suborder,Rajoidei,34674
156647,family,Hypolophidae,34674
131687,family,Hypsobatidae,34674
131683,family,Rhynchobatidae,34674
83114,order,Pristiformes,63195
154073,order,Torpediniformes,63195
154080,superfamily,Narcinoidea,154073
154072,family,Narcinidae,154080
154084,family,Narkidae,154080
154047,superfamily,Rhinobatoidea,63195
100264,superorder,Squalea,100265
154911,superorder,Hypnosqualea,100264
131677,family,Protospinacidae,154911
131694,family,Palaeocarcharidae,100265
245150,family,Mcmurdodontidae,100265
89507,order,Dalatiiformes,100265
218949,unranked clade,Selachii,100265
68427,family,Trygonidae,80574
117661,suborder,Ctenacanthoidei,80574
156213,family,Londichiidae,117661
218952,superorder,Squalimorphi,80574
131680,order,Echinorhiniformes,218952
83110,family,Echinorhinidae,131680
34536,order,Squaliformes,218952
305759,family,Etmopteridae,34536
81027,family,Squalidae,34536
151338,family,Somniosidae,34536
89227,family,Dalatiidae,34536
151825,superfamily,Dalatioidea,34536
131681,family,Centrophoridae,34536
34569,order,Squatiniformes,218952
63023,family,Squatinidae,34569
280560,family,Pseudorhinidae,34569
218953,order,Pristiphoriformes,218952
34522,order,Hexanchiformes,218952
131675,family,Chlamydoselachidae,34522
131674,family,Pseudonotidanidae,34522
83104,family,Hexanchidae,34522
80609,family,Carchariidae,80574
123443,family,Carcharidae,80574
218951,superorder,Galeomorphi,80574
34598,order,Lamniformes,34667
58872,family,Anacoracidae,34598
83165,family,Cetorhinidae,34598
307151,family,Pseudocarchariidae,34598
131697,family,Cardabiodontidae,34598
80587,family,Lamnidae,34598
250820,family,Archaeolamnidae,34598
83151,family,Megachasmidae,34598
134383,family,Eoptolamnidae,34598
63014,family,Cretoxyrhinidae,34598
63010,family,Odontaspididae,34598
280662,family,Pseudocarcharidae,34598
34573,order,Orectolobiformes,34667
206793,family,Crossorhinidae,34573
154884,family,Brachaeluridae,34573
131693,family,Parascylliidae,34573
83129,family,Rhincodontidae,34573
83128,family,Ginglymostomatidae,34573
63015,family,Orectolobidae,34573
63017,family,Hemiscylliidae,34573
154870,order,Carchariniformes,34667
83183,family,Carcharhinidae,34637
117655,family,Pseudotriakidae,34637
83206,family,Sphyrnidae,34637
83175,family,Scyliorhinidae,34637
83181,family,Hemigaleidae,34637
131696,family,Leptochariidae,34637
131695,family,Proscylliidae,34637
83176,family,Triakidae,34637
34571,order,Heterodontiformes,34667
127071,suborder,Hybodontoidei,34571
124932,family,Heterodontidae,34571
117664,suborder,Anacoracoidei,80574
154001,family,Scyllidae,80574
154296,suborder,Hexanchoidea,80574
80584,family,Notidanidae,80574
80575,family,Rajidae,80574
63612,family,Pristidae,80574
80573,suborder,Tectospondyli,80574
80577,family,Myliobatidae,80574
105489,superfamily,Heterodontoidea,80574
80583,suborder,Asterospondyli,80574
154003,family,Torpedinidae,80574
156200,suborder,Notidanoidei,80574
117669,family,Mitsukurinidae,100265
218950,superorder,Galeomorphii,100265
86861,suborder,Galeoidea,218950
151718,family,Agaleidae,218950
34563,order,Pristiophoriformes,100265
83112,family,Pristiophoridae,34563
131676,order,Protospinaciformes,100265
150724,superorder,Squalomorphii,100265
100266,order,Synechodontiformes,34567
131669,family,Orthacodontidae,100266
245152,family,Paleospinacidae,100266
97227,superorder,Galea,100265
131692,family,Ostenoselachidae,100265
285232,superorder,Squatinomorphii,100265
117641,family,Synechodontidae,56961
149810,order,Ctenacanthiformes,56961
244567,family,Heslerodidae,34476
124923,family,Ctenacanthidae,34476
149837,superfamily,Ctenacanthoidea,34476
244557,family,Bandringidae,149837
151484,family,Tamiobatidae,149837
289827,family,Listracanthidae,54499
151497,order,Phoebodontiformes,54499
151498,family,Phoebodontidae,151497
34812,order,Iniopterygia,34422
242013,family,Iniopterygidae,34812
242018,family,Sibyrhynchidae,34812
100271,subclass,Holocephali,34422
151614,subclass,Bradyodonti,34422
118047,family,Pseudodontichthyidae,34760
149820,superorder,Holocephalomorpha,34760
149819,order,Cochliodontiformes,149820
149818,family,Cochliodontidae,149819
244781,family,Psephodontidae,149819
217772,order,Squalorajiformes,149820
100269,family,Squalorajidae,217772
217773,order,Menaspiformes,149820
226991,family,Traquairiidae,217773
244784,family,Menaspidae,217773
244785,family,Deltoptychiidae,217773
34748,order,Chondrenchelyiformes,149820
151615,family,Chondrenchelyidae,34748
34790,order,Chimaeriformes,149820
247260,suborder,Myriacanthoidei,34790
247261,family,Myriacanthidae,247260
259483,family,Acanthorhinidae,247260
285290,family,Chimaeropsidae,247260
125043,family,Edaphodontidae,34790
125042,suborder,Chimaeroidei,34790
285291,superfamily,Callorhinchoidea,125042
285292,family,Callorhinchidae,285291
285293,superfamily,Chimaeroidea,125042
132672,family,Chimaeridae,285293
217774,suborder,Echinochimaeroidei,34790
285289,family,Echinochimaeridae,217774
89502,family,Callorhynchidae,34790
100270,suborder,Squalorajoidei,34790
217775,suborder,Myracanthiodei,34790
34756,order,Psammodontiformes,149820
125046,family,Psammodontidae,34756
34753,order,Copodontiformes,149820
151505,family,Copodontidae,34753
199086,subclass,Euchondrocephali,34422
204328,family,Gregoriidae,34760
285286,superorder,Paraselachimorpha,34760
285287,order,Debeeriiformes,199085
199084,family,Debeeriidae,285287
217768,order,Orodontiformes,34760
245177,family,Leiodontidae,217768
199076,family,Orodontidae,217768
217771,order,Debeeriformes,34760
149814,superorder,Paraselachiamorpha,34760
217770,order,Iniopterygiformes,34760
149815,order,Petalodontiformes,34760
125045,family,Petalodontidae,34818
151680,family,Janassidae,34818
149826,family,Pristodontidae,34818
151666,family,Peripristidae,34818
151667,family,Belantseidae,34818
217769,order,Helodontiformes,34760
244779,family,Helodontidae,217769
149812,order,Eugeneodontiformes,34760
154468,family,Edistidae,34445
209103,superfamily,Edestoidea,34445
209102,family,Edestidae,209103
149811,family,Agassizodontidae,209103
118044,family,Helicoprionidae,209103
202861,superfamily,Caseodontoidea,34445
209098,family,Caseodontidae,202861
202862,family,Eugeneodontidae,202861
117959,subclass,Thelodonti,67344
217369,order,Shieliiformes,117959
150143,family,Cyathaspididae,117959
